group,invariant
"['K14n20342', 'K14n20331']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 2, 2, 13), (0, 2, 2, 2, 2, 3, 13, 13, 41)): 1, (4, 12, (0, 9), (0, 2, 2, 9, 9, 9, 25, 25)): 1, (4, 24, (0, 2, 3), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 13, 13, 41, 71, 71, 71)): 1, (4, 24, (0, 2, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 5, 13, 13, 41)): 1, (2, 2, (0, 3, 41), (0, 3, 41)): 1, (4, 4, (0, 3, 13, 13, 41), (0, 3, 13, 13, 41)): 1, (5, 5, (0, 3, 3, 3, 3, 29, 29), (0, 3, 3, 3, 3, 29, 29)): 1, (3, 3, (0, 2, 2, 25, 25), (0, 2, 2, 25, 25)): 1, (4, 24, (0, 2, 7, 8), (0, 3, 4, 4, 4, 7, 7, 7, 13, 13, 16, 41, 64, 64)): 1}"
"['K15n6047', 'K15n5245']","{(1, 1, (0,), (0,)): 1, (4, 12, (0,), (0, 4, 4, 37, 37)): 1, (2, 2, (0, 11, 43), (0, 11, 43)): 1, (3, 3, (0, 4, 4, 37, 37), (0, 4, 4, 37, 37)): 1, (4, 4, (0, 11, 29, 29, 43), (0, 11, 29, 29, 43)): 1, (5, 5, (0, 2, 2, 2, 2, 23, 23, 23, 23), (0, 2, 2, 2, 2, 23, 23, 23, 23)): 1}"
"['K15n5335', 'K15n5971']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 43), (0, 11, 43)): 1, (3, 3, (0, 4, 4, 37, 37), (0, 4, 4, 37, 37)): 1, (4, 4, (0, 11, 29, 29, 43), (0, 11, 29, 29, 43)): 1, (5, 5, (0, 2, 2, 2, 2, 23, 23, 23, 23), (0, 2, 2, 2, 2, 23, 23, 23, 23)): 1, (4, 12, (0,), (0, 4, 4, 37, 37)): 1}"
"['K15a12929', 'K15a12924']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 367), (0, 367)): 1, (4, 4, (0, 367), (0, 367)): 1, (5, 5, (0, 19, 19, 19, 19), (0, 19, 19, 19, 19)): 1, (3, 3, (0,), (0,)): 1, (5, 60, (0, 2, 2, 3, 5, 7, 9), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 11, 11, 11, 11, 11, 11, 11, 11, 25, 25, 25, 27, 27, 27, 27, 1499, 1499, 1499)): 1}"
"['K15n123693', 'K15n123680']","{(1, 1, (0,), (0,)): 1, (5, 10, (0,), (0, 5, 5)): 1, (2, 2, (0, 25), (0, 25)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (4, 4, (0, 25), (0, 25)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1}"
"['K15n3492', 'K15n2195']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 199), (0, 199)): 1, (3, 3, (0, 13, 13), (0, 13, 13)): 1, (4, 4, (0, 13, 13, 199), (0, 13, 13, 199)): 1, (5, 5, (0, 2, 2, 2, 2, 31, 31), (0, 2, 2, 2, 2, 31, 31)): 1}"
"['K15n28323', 'K15n28318']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 9, 43), (0, 9, 43)): 1, (4, 24, (0, 2, 2, 13, 13, 43), (0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 5, 5, 5, 13, 13, 13, 13, 13, 13, 13, 13, 13, 16, 16, 19, 19, 43, 43, 43, 43)): 1, (5, 60, (0, 3, 3, 251, 251), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 9, 9, 9, 16, 16, 16, 16, 17, 17, 17, 17, 17, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251, 251)): 1, (4, 12, (0, 0, 4, 11, 13), (0, 0, 0, 0, 2, 2, 4, 11, 11, 11, 13, 13, 13, 13, 13, 16, 16)): 1, (4, 24, (0, 16, 593), (0, 0, 0, 2, 3, 5, 5, 5, 9, 9, 9, 19, 19, 32, 32, 32, 43, 593, 593, 593)): 1, (4, 24, (0, 64), (0, 0, 0, 2, 3, 19, 19, 19, 19, 19, 27, 27, 27, 43, 128, 128, 128)): 1, (3, 6, (0, 0, 2, 19), (0, 0, 0, 2, 2, 3, 19, 19, 43)): 1, (3, 3, (0, 8, 8, 13, 13), (0, 8, 8, 13, 13)): 1, (4, 4, (0, 9, 13, 13, 43), (0, 9, 13, 13, 43)): 1, (5, 5, (0, 251, 251), (0, 251, 251)): 1}"
"['K15n3712', 'K15n3860']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 37), (0, 11, 37)): 1, (3, 3, (0, 137, 137), (0, 137, 137)): 1, (4, 4, (0, 11, 27, 27, 37), (0, 11, 27, 27, 37)): 1, (5, 5, (0, 11, 11, 101, 101), (0, 11, 11, 101, 101)): 1}"
"['K15n33243', 'K15n33316']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 0, 2, 5), (0, 0, 0, 0, 2, 5, 5, 5, 8, 8, 11, 11)): 1, (4, 24, (0, 4, 97), (0, 0, 0, 2, 2, 2, 2, 2, 2, 4, 4, 9, 13, 97, 97, 97)): 1, (3, 6, (0, 0, 2), (0, 0, 0, 2, 2, 9, 13)): 1, (4, 24, (0, 4), (0, 0, 0, 2, 2, 2, 2, 2, 2, 4, 4, 9, 13, 31, 31, 31)): 1, (2, 2, (0, 13, 27), (0, 13, 27)): 1, (4, 24, (0, 2, 128), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 9, 13, 64, 256, 256)): 1, (3, 3, (0, 4, 4, 11, 11), (0, 4, 4, 11, 11)): 1, (4, 4, (0, 13, 27), (0, 13, 27)): 1, (5, 5, (0, 79, 79), (0, 79, 79)): 1, (5, 60, (0, 9, 13, 17), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 11, 11, 11, 13, 13, 13, 13, 16, 16, 16, 16, 17, 17, 17, 17)): 1}"
"['K15a564', 'K15a551']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 73), (0, 13, 73)): 1, (3, 3, (0, 211, 211), (0, 211, 211)): 1, (4, 4, (0, 13, 23, 23, 73), (0, 13, 23, 23, 73)): 1, (5, 5, (0, 1621, 1621), (0, 1621, 1621)): 1}"
"['K14n660', 'K14n973']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 49, 49)): 1, (2, 2, (0, 307), (0, 307)): 1, (3, 3, (0, 2, 2, 49, 49), (0, 2, 2, 49, 49)): 1, (4, 4, (0, 17, 17, 307), (0, 17, 17, 307)): 1, (5, 5, (0, 2, 2, 2, 2, 59, 59), (0, 2, 2, 2, 2, 59, 59)): 1}"
"['K15a11223', 'K15a11175']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 83, 83)): 1, (2, 2, (0, 937), (0, 937)): 1, (3, 3, (0, 2, 2, 83, 83), (0, 2, 2, 83, 83)): 1, (4, 4, (0, 9, 9, 937), (0, 9, 9, 937)): 1, (5, 5, (0, 1039, 1039), (0, 1039, 1039)): 1}"
"['K13a341', 'K13a372']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 31), (0, 11, 31)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 11, 11, 11, 31), (0, 11, 11, 11, 31)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1}"
"['K15a61243', 'K15a61232']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 3, 5, 41), (0, 3, 5, 41)): 1, (3, 3, (0, 149, 149), (0, 149, 149)): 1, (4, 4, (0, 3, 5, 11, 11, 41), (0, 3, 5, 11, 11, 41)): 1, (5, 5, (0, 1259, 1259), (0, 1259, 1259)): 1, (3, 6, (0, 5), (0, 3, 5, 5, 5, 41)): 1, (5, 10, (0, 3, 3), (0, 3, 3, 3, 3, 3, 5, 41)): 1}"
"['K15n120776', 'K15n120799']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 401), (0, 401)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (4, 4, (0, 13, 13, 401), (0, 13, 13, 401)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1}"
"['K15a2026', 'K15a2545']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1069), (0, 1069)): 1, (4, 4, (0, 47, 47, 1069), (0, 47, 47, 1069)): 1, (3, 3, (0, 7, 7, 43, 43), (0, 7, 7, 43, 43)): 1, (5, 5, (0, 5171, 5171), (0, 5171, 5171)): 1}"
"['K14n19115', 'K14n18861']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 239), (0, 5, 53, 239, 239)): 1, (2, 2, (0, 5, 53), (0, 5, 53)): 1, (3, 3, (0, 79, 79), (0, 79, 79)): 1, (4, 4, (0, 5, 13, 13, 53), (0, 5, 13, 13, 53)): 1, (5, 5, (0, 421, 421), (0, 421, 421)): 1}"
"['K15n4364', 'K15n4590']","{(1, 1, (0,), (0,)): 1, (4, 24, (0, 2, 3), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 53, 53, 53, 109)): 1, (3, 6, (0, 2, 2, 5), (0, 2, 2, 2, 2, 3, 5, 5, 109)): 1, (3, 3, (0, 2, 2, 73, 73), (0, 2, 2, 73, 73)): 1, (2, 2, (0, 3, 109), (0, 3, 109)): 1, (4, 4, (0, 3, 47, 47, 109), (0, 3, 47, 47, 109)): 1, (5, 5, (0, 29, 29, 139, 139), (0, 29, 29, 139, 139)): 1, (4, 12, (0, 2, 2, 7, 13), (0, 2, 2, 7, 7, 7, 8, 8, 13, 13, 13, 73, 73)): 1, (5, 60, (0, 2, 3, 4, 9), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 59, 59, 59)): 1, (4, 24, (0, 2, 3, 5, 7, 23), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 7, 7, 17, 17, 17, 23, 23, 23, 109)): 1, (4, 24, (0, 3, 4, 5, 16), (0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 8, 8, 8, 32, 109, 128, 128)): 1}"
"['K15n7913', 'K15n10260']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 467), (0, 467)): 1, (5, 60, (0, 3, 5, 81), (0, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 79, 79, 79, 151, 151, 151, 243, 243, 243, 243, 853, 853, 853, 853, 853)): 1, (3, 3, (0, 7, 7, 11, 11), (0, 7, 7, 11, 11)): 1, (4, 4, (0, 467), (0, 467)): 1, (5, 5, (0, 23, 23, 23, 23), (0, 23, 23, 23, 23)): 1}"
"['K15a4591', 'K15a4127']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 79), (0, 7, 79)): 1, (4, 12, (0, 3, 5, 7), (0, 3, 3, 3, 4, 4, 5, 5, 5, 7, 7, 7, 13, 13)): 1, (5, 60, (0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 19)): 1, (3, 3, (0, 4, 4, 13, 13), (0, 4, 4, 13, 13)): 1, (4, 4, (0, 7, 11, 11, 79), (0, 7, 11, 11, 79)): 1, (5, 5, (0, 2, 2, 2, 2, 361, 361), (0, 2, 2, 2, 2, 361, 361)): 1}"
"['K15n22956', 'K15n23592']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 239), (0, 239)): 1, (3, 3, (0, 31, 31), (0, 31, 31)): 1, (4, 4, (0, 3, 3, 7, 7, 239), (0, 3, 3, 7, 7, 239)): 1, (5, 5, (0, 3, 3, 3, 3, 41, 41), (0, 3, 3, 3, 3, 41, 41)): 1}"
"['K15n31398', 'K15n31678']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 9), (0, 2, 2, 2, 2, 2, 2, 2, 3, 4, 5, 5, 5, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 31, 31, 31, 31, 31, 1031, 1031, 1031)): 1, (2, 2, (0, 11), (0, 11)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 11, 19, 19), (0, 11, 19, 19)): 1, (5, 5, (0, 121, 121), (0, 121, 121)): 1}"
"['K15n17416', 'K15n17623']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 257), (0, 257)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 17, 17, 257), (0, 17, 17, 257)): 1, (5, 5, (0, 281, 281), (0, 281, 281)): 1}"
"['K15n52345', 'K15n51946']","{(1, 1, (0,), (0,)): 1, (5, 120, (0, 2), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 17, 17, 17, 17, 17, 25, 25, 25, 71, 125, 125, 125, 311, 311, 311, 311)): 1, (4, 24, (0, 4), (0, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 71, 109, 109, 109)): 1, (2, 2, (0, 3, 71), (0, 3, 71)): 1, (4, 12, (0, 2, 2, 23), (0, 2, 2, 2, 2, 2, 2, 4, 4, 13, 13, 23, 23, 23)): 1, (4, 12, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 4, 4, 8, 8, 13, 13)): 1, (4, 24, (0, 0, 3), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 71)): 1, (4, 24, (0, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 71)): 1, (4, 12, (0, 2, 8), (0, 2, 2, 2, 8, 13, 13, 32, 32)): 2, (4, 12, (0, 2, 32), (0, 2, 2, 2, 13, 13, 32, 128, 128)): 1, (3, 6, (0, 2, 4), (0, 2, 2, 3, 4, 4, 71)): 1, (3, 3, (0, 2, 2, 2, 2, 13, 13), (0, 2, 2, 2, 2, 13, 13)): 1, (4, 4, (0, 3, 7, 7, 71), (0, 3, 7, 7, 71)): 1, (5, 5, (0, 151, 151), (0, 151, 151)): 1}"
"['K15n130496', 'K15n130833', 'K15n135852']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 509), (0, 509)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 7, 7, 509), (0, 7, 7, 509)): 1, (5, 5, (0, 2, 2, 2, 2, 3, 3, 3, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3)): 1}"
"['K15n75496', 'K15n96807']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 2, 2, 7, 7), (0, 2, 2, 7, 7)): 1, (3, 6, (0,), (0, 3, 37)): 1, (2, 2, (0, 3, 37), (0, 3, 37)): 1, (4, 12, (0,), (0, 2, 2, 7, 7)): 1, (5, 5, (0, 41, 41), (0, 41, 41)): 1, (4, 4, (0, 3, 3, 3, 37), (0, 3, 3, 3, 37)): 1}"
"['K15n118773', 'K15n118805']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 19), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 19, 19, 19, 19, 343, 343, 343, 343, 343)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (2, 2, (0, 7, 67), (0, 7, 67)): 1, (4, 4, (0, 7, 11, 11, 67), (0, 7, 11, 11, 67)): 1, (5, 5, (0, 3, 3, 3, 3, 79, 79), (0, 3, 3, 3, 3, 79, 79)): 1}"
"['K15n38233', 'K15n38210']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 3, 121), (0, 3, 121)): 1, (4, 12, (0, 9), (0, 2, 2, 9, 9, 9, 43, 43)): 1, (3, 6, (0,), (0, 3, 121)): 1, (3, 3, (0, 2, 2, 43, 43), (0, 2, 2, 43, 43)): 1, (4, 4, (0, 3, 9, 9, 121), (0, 3, 9, 9, 121)): 1, (5, 5, (0, 181, 181), (0, 181, 181)): 1}"
"['K15a37332', 'K15a36669']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 19, 27), (0, 19, 27)): 1, (4, 12, (0, 4, 4, 13), (0, 4, 4, 5, 5, 8, 8, 13, 13, 13, 16, 16)): 1, (3, 6, (0, 3, 19), (0, 3, 9, 9, 19, 19, 19)): 1, (3, 3, (0, 5, 5, 8, 8), (0, 5, 5, 8, 8)): 1, (4, 4, (0, 7, 7, 19, 27), (0, 7, 7, 19, 27)): 1, (5, 5, (0, 269, 269), (0, 269, 269)): 1}"
"['K13a3210', 'K13a3216']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 241), (0, 241)): 1, (3, 3, (0, 19, 19), (0, 19, 19)): 1, (4, 4, (0, 3, 3, 241), (0, 3, 3, 241)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1}"
"['K15n3111', 'K15n3158']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 7), (0, 3, 7, 7, 13)): 1, (2, 2, (0, 3, 13), (0, 3, 13)): 1, (3, 3, (0, 11, 11), (0, 11, 11)): 1, (4, 4, (0, 3, 13), (0, 3, 13)): 1, (5, 5, (0, 79, 79), (0, 79, 79)): 1}"
"['K15n13463', 'K15n13662']","{(1, 1, (0,), (0,)): 1, (4, 24, (0, 8), (0, 2, 3, 8, 8, 11, 11, 11, 16, 19, 19, 19, 64, 64, 179)): 1, (3, 6, (0, 2, 8), (0, 2, 2, 3, 8, 8, 179)): 1, (3, 3, (0, 157, 157), (0, 157, 157)): 1, (2, 2, (0, 3, 179), (0, 3, 179)): 1, (4, 4, (0, 3, 29, 29, 179), (0, 3, 29, 29, 179)): 1, (5, 5, (0, 3, 3, 3, 3, 17, 17, 17, 17), (0, 3, 3, 3, 3, 17, 17, 17, 17)): 1, (4, 24, (0, 2, 2, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 16, 16, 64, 64, 64, 179)): 1, (4, 24, (0, 0), (0, 0, 0, 0, 2, 3, 8, 8, 179)): 1}"
"['K15n120796', 'K15n120773']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 29), (0, 7, 29)): 1, (3, 3, (0, 23, 23), (0, 23, 23)): 1, (4, 4, (0, 7, 29), (0, 7, 29)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1}"
"['K15n11023', 'K15n6586']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 283), (0, 283)): 1, (3, 3, (0, 7, 7, 11, 11), (0, 7, 7, 11, 11)): 1, (4, 4, (0, 13, 13, 283), (0, 13, 13, 283)): 1, (5, 5, (0, 571, 571), (0, 571, 571)): 1}"
"['K15n30940', 'K15n31590']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 7), (0, 3, 7, 7, 7, 17)): 1, (5, 20, (0, 97), (0, 3, 3, 3, 5, 5, 7, 17, 97, 97, 97, 97)): 1, (5, 20, (0, 2, 2, 7), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 5, 5, 7, 7, 7, 7, 7, 17)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (2, 2, (0, 3, 7, 17), (0, 3, 7, 17)): 1, (4, 4, (0, 3, 3, 3, 5, 5, 7, 17), (0, 3, 3, 3, 5, 5, 7, 17)): 1, (5, 5, (0, 3, 3, 3, 3, 139, 139), (0, 3, 3, 3, 3, 139, 139)): 1}"
"['K14n4126', 'K14n3336']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 27), (0, 17, 25, 25, 27, 27, 27, 27)): 1, (5, 20, (0, 2, 4), (0, 2, 2, 2, 2, 4, 4, 4, 4, 17, 25, 25)): 1, (4, 12, (0, 71), (0, 4, 4, 13, 13, 71, 71, 71)): 1, (3, 3, (0, 4, 4, 13, 13), (0, 4, 4, 13, 13)): 1, (2, 2, (0, 17), (0, 17)): 1, (4, 4, (0, 17, 25, 25), (0, 17, 25, 25)): 1, (5, 5, (0, 2, 2, 2, 2, 89, 89), (0, 2, 2, 2, 2, 89, 89)): 1}"
"['K15n82157', 'K15n95566']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3, 3, 5, 7), (0, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 7, 7, 7, 7, 17, 17, 17, 17, 17, 25, 25, 25, 32, 32, 64, 64, 64, 64, 379, 379, 379, 379, 379)): 1, (2, 2, (0, 523), (0, 523)): 1, (3, 3, (0, 107, 107), (0, 107, 107)): 1, (4, 4, (0, 13, 13, 523), (0, 13, 13, 523)): 1, (5, 5, (0, 841, 841), (0, 841, 841)): 1}"
"['K15n1162', 'K15n741']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 3, 4, 16, 47), (0, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 7, 7, 16, 16, 16, 16, 47, 47, 47, 47, 431)): 1, (3, 3, (0, 8, 8, 19, 19), (0, 8, 8, 19, 19)): 1, (5, 20, (0, 251), (0, 5, 5, 7, 7, 251, 251, 251, 251, 431)): 1, (4, 12, (0, 5), (0, 5, 5, 5, 8, 8, 19, 19)): 1, (2, 2, (0, 431), (0, 431)): 1, (4, 4, (0, 5, 5, 7, 7, 431), (0, 5, 5, 7, 7, 431)): 1, (5, 5, (0, 2591, 2591), (0, 2591, 2591)): 1}"
"['K15n35051', 'K15n34900']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 197), (0, 197)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (4, 4, (0, 3, 3, 197), (0, 3, 3, 197)): 1, (5, 5, (0, 199, 199), (0, 199, 199)): 1}"
"['K14n1596', 'K14n2345']","{(1, 1, (0,), (0,)): 1, (5, 5, (0, 1531, 1531), (0, 1531, 1531)): 1, (4, 12, (0, 2, 2, 3), (0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 23, 23)): 1, (2, 2, (0, 223), (0, 223)): 1, (3, 3, (0, 4, 4, 23, 23), (0, 4, 4, 23, 23)): 1, (4, 4, (0, 27, 27, 223), (0, 27, 27, 223)): 1}"
"['K15n4422', 'K15n4121']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 53), (0, 5, 53)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 53)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (4, 4, (0, 5, 29, 29, 53), (0, 5, 29, 29, 53)): 1, (5, 5, (0, 1381, 1381), (0, 1381, 1381)): 1}"
"['K15n6030', 'K15n5482']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 2, 2, 2, 2, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 5, 43)): 1, (3, 6, (0, 5, 11), (0, 3, 5, 5, 5, 11, 11, 43)): 1, (2, 2, (0, 3, 5, 43), (0, 3, 5, 43)): 1, (3, 3, (0, 139, 139), (0, 139, 139)): 1, (4, 4, (0, 3, 5, 19, 19, 43), (0, 3, 5, 19, 19, 43)): 1, (5, 5, (0, 2, 2, 2, 2, 509, 509), (0, 2, 2, 2, 2, 509, 509)): 1}"
"['K14n5977', 'K14n6278']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 49, 49), (0, 49, 49)): 1, (2, 2, (0, 169), (0, 169)): 1, (4, 4, (0, 9, 9, 169), (0, 9, 9, 169)): 1, (5, 5, (0, 16, 16, 16, 16), (0, 16, 16, 16, 16)): 1}"
"['K15a2523', 'K15a2575']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 961), (0, 961)): 1, (4, 4, (0, 29, 29, 961), (0, 29, 29, 961)): 1, (3, 3, (0, 223, 223), (0, 223, 223)): 1, (5, 5, (0, 11, 11, 251, 251), (0, 11, 11, 251, 251)): 1}"
"['K15a58479', 'K15a58789']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 229, 229), (0, 229, 229)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 41)): 1, (2, 2, (0, 25, 41), (0, 25, 41)): 1, (4, 4, (0, 25, 29, 29, 41), (0, 25, 29, 29, 41)): 1, (5, 5, (0, 4721, 4721), (0, 4721, 4721)): 1}"
"['K15a42427', 'K15a43672']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 5, 331), (0, 5, 5, 5, 107, 331, 331)): 1, (3, 3, (0, 2, 2, 73, 73), (0, 2, 2, 73, 73)): 1, (4, 12, (0, 2, 4, 5), (0, 2, 4, 5, 5, 5, 16, 16, 73, 73)): 1, (2, 2, (0, 5, 107), (0, 5, 107)): 1, (4, 4, (0, 5, 19, 19, 107), (0, 5, 19, 19, 107)): 1, (5, 5, (0, 151, 151), (0, 151, 151)): 1}"
"['K15a2618', 'K15a2455']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 887), (0, 887)): 1, (3, 3, (0, 149, 149), (0, 149, 149)): 1, (5, 5, (0, 7, 7, 7, 7, 11, 11), (0, 7, 7, 7, 7, 11, 11)): 1, (4, 4, (0, 7, 7, 887), (0, 7, 7, 887)): 1}"
"['K15a58761', 'K15a58870']","{(1, 1, (0,), (0,)): 1, (5, 5, (0, 11, 11, 191, 191), (0, 11, 11, 191, 191)): 1, (2, 2, (0, 1213), (0, 1213)): 1, (4, 4, (0, 23, 23, 1213), (0, 23, 23, 1213)): 1, (3, 3, (0, 241, 241), (0, 241, 241)): 1}"
"['K15a47836', 'K15a13054']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 829), (0, 829)): 1, (4, 4, (0, 829), (0, 829)): 1, (5, 5, (0, 1759, 1759), (0, 1759, 1759)): 1, (3, 3, (0, 4, 4, 31, 31), (0, 4, 4, 31, 31)): 1, (5, 60, (0, 3, 3), (0, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 131, 131, 131)): 1, (4, 12, (0, 7, 25), (0, 4, 4, 7, 7, 7, 25, 25, 25, 31, 31)): 1}"
