rep,covers,group
K15n82142,"[1, 1, 1, 2, 12, 15]","['K15n82142', 'K15n82530']"
K15n24206,"[1, 1, 1, 1, 7, 4]","['K15n24206', 'K15n26832']"
K15n62808,"[1, 14, 16, 11, 89, 38]","['K15n62808', 'K15n62809']"
K15n121042,"[1, 1, 1, 4, 14, 12]","['K15n121042', 'K15n121322']"
K15n1934,"[1, 1, 2, 3, 5, 5]","['K15n1934', 'K15n3330']"
K15n1092,"[1, 2, 2, 3, 11, 5]","['K15n1092', 'K15n339']"
K15a543,"[1, 1, 2, 3, 7, 5]","['K15a543', 'K15a739']"
K15n119330,"[1, 1, 1, 3, 7, 8]","['K15n119330', 'K15n119350']"
K15a58735,"[1, 1, 1, 3, 3, 8]","['K15a58735', 'K15a58866']"
K15n31414,"[1, 2, 1, 1, 9, 6]","['K15n31414', 'K15n32611']"
K15a35491,"[1, 5, 11, 15, 67, 96]","['K15a35491', 'K15a54424']"
K15n58769,"[1, 1, 1, 3, 3, 9]","['K15n58769', 'K15n95022']"
K15n2804,"[1, 2, 5, 2, 16, 17]","['K15n2804', 'K15n2907']"
K15n4251,"[1, 1, 1, 1, 3, 10]","['K15n4251', 'K15n4368']"
K15n8817,"[1, 1, 1, 4, 2, 8]","['K15n8817', 'K15n9188']"
K15n11261,"[1, 2, 5, 4, 22, 9]","['K15n11261', 'K15n21697']"
K14n574,"[1, 1, 1, 4, 2, 4]","['K14n574', 'K14n728']"
K15a57640,"[1, 1, 1, 6, 8, 8]","['K15a57640', 'K15a58964']"
K15a30285,"[1, 2, 5, 3, 15, 9]","['K15a30285', 'K15a54003']"
K15a7091,"[1, 1, 1, 4, 20, 6]","['K15a7091', 'K15a7618']"
K15a55582,"[1, 1, 2, 3, 13, 17]","['K15a55582', 'K15a59433']"
K15a3155,"[1, 1, 1, 4, 32, 10]","['K15a3155', 'K15a3389']"
K15a29635,"[1, 1, 1, 4, 4, 5]","['K15a29635', 'K15a54091']"
K15n31029,"[1, 2, 5, 7, 25, 15]","['K15n31029', 'K15n32145']"
K15n15326,"[1, 5, 18, 7, 79, 51]","['K15n15326', 'K15n20305']"
K15n25461,"[1, 1, 1, 3, 6, 6]","['K15n25461', 'K15n25756']"
K15n7463,"[1, 1, 1, 4, 8, 15]","['K15n7463', 'K15n7710', 'K15n9130']"
K15n123377,"[1, 1, 1, 3, 9, 6]","['K15n123377', 'K15n123404']"
K15n27524,"[1, 1, 1, 2, 6, 3]","['K15n27524', 'K15n28615']"
K15n15228,"[1, 1, 1, 1, 3, 5]","['K15n15228', 'K15n20067']"
K15a57630,"[1, 1, 1, 3, 4, 5]","['K15a57630', 'K15a57726']"
K15n10755,"[1, 1, 1, 4, 6, 9]","['K15n10755', 'K15n6782']"
K15n30635,"[1, 1, 1, 5, 5, 6]","['K15n30635', 'K15n30717']"
K15n33350,"[1, 2, 5, 3, 13, 25]","['K15n33350', 'K15n33418']"
K15n121761,"[1, 1, 1, 3, 3, 5]","['K15n121761', 'K15n123707']"
K14a493,"[1, 1, 2, 1, 3, 5]","['K14a493', 'K14a728']"
K15a56554,"[1, 1, 2, 3, 7, 7]","['K15a56554', 'K15a59262']"
K15n39696,"[1, 1, 2, 4, 12, 12]","['K15n39696', 'K15n39898', 'K15n39907']"
K15a1901,"[1, 1, 1, 2, 4, 3]","['K15a1901', 'K15a2469']"
K15a1872,"[1, 1, 2, 3, 13, 9]","['K15a1872', 'K15a2697']"
K15a61454,"[1, 1, 2, 7, 21, 14]","['K15a61454', 'K15a63921']"
K15n11222,"[1, 1, 2, 1, 9, 3]","['K15n11222', 'K15n21862']"
K15a306,"[1, 1, 2, 2, 8, 4]","['K15a306', 'K15a326']"
K15a5416,"[1, 1, 1, 2, 1, 3]","['K15a5416', 'K15a5499']"
K15n5970,"[1, 1, 1, 3, 9, 4]","['K15n5970', 'K15n6046']"
K15n65231,"[1, 1, 2, 2, 6, 4]","['K15n65231', 'K15n71405']"
K15n30045,"[1, 1, 2, 2, 4, 6]","['K15n30045', 'K15n32197']"
K15a56086,"[1, 2, 9, 5, 27, 17]","['K15a56086', 'K15a56416']"
K14n3993,"[1, 1, 2, 5, 11, 8]","['K14n3993', 'K14n4241']"
K14n5424,"[1, 1, 1, 3, 2, 3]","['K14n5424', 'K14n5541']"
K15n118065,"[1, 2, 5, 4, 12, 11]","['K15n118065', 'K15n118626']"
K15a52921,"[1, 1, 2, 3, 7, 7]","['K15a52921', 'K15a53367']"
K15a8672,"[1, 2, 5, 2, 16, 4]","['K15a8672', 'K15a9380']"
K14n20760,"[1, 2, 4, 2, 10, 6]","['K14n20760', 'K14n20777']"
K14n2585,"[1, 1, 2, 2, 4, 5]","['K14n2585', 'K14n2667']"
K15a21492,"[1, 1, 1, 3, 4, 4]","['K15a21492', 'K15a27364']"
K15a142,"[1, 1, 1, 6, 10, 5]","['K15a142', 'K15a277']"
K15a9500,"[1, 1, 2, 4, 12, 16]","['K15a9500', 'K15a9550']"
K15n2061,"[1, 1, 2, 1, 3, 5]","['K15n2061', 'K15n748']"
K14a9588,"[1, 2, 4, 1, 13, 3]","['K14a9588', 'K14a9623']"
K15a18883,"[1, 1, 1, 6, 8, 6]","['K15a18883', 'K15a23837']"
K15n97315,"[1, 5, 10, 5, 45, 12]","['K15n97315', 'K15n97318']"
K15a56614,"[1, 1, 2, 1, 5, 8]","['K15a56614', 'K15a58942']"
K14n3339,"[1, 2, 1, 4, 3, 11]","['K14n3339', 'K14n3853']"
K15a56077,"[1, 1, 1, 13, 24, 29]","['K15a56077', 'K15a56204']"
K15a3135,"[1, 1, 1, 2, 8, 9]","['K15a3135', 'K15a3347']"
K15n28311,"[1, 1, 2, 5, 7, 1]","['K15n28311', 'K15n5137']"
K15a8006,"[1, 1, 2, 3, 3, 11]","['K15a8006', 'K15a8040']"
K15n19688,"[1, 2, 2, 2, 8, 16]","['K15n19688', 'K15n33335']"
K15n32898,"[1, 1, 1, 1, 3, 12]","['K15n32898', 'K15n32993']"
K15n2061,"[1, 1, 2, 1, 3, 5]","['K15n2061', 'K15n748']"
K15a43716,"[1, 1, 1, 2, 2, 8]","['K15a43716', 'K15a43903']"
K15a38602,"[1, 1, 1, 1, 9, 9]","['K15a38602', 'K15a38699']"
K14n679,"[1, 1, 2, 4, 6, 5]","['K14n679', 'K14n961']"
K15a3978,"[1, 1, 1, 4, 7, 5]","['K15a3978', 'K15a5187']"
K15n123304,"[1, 1, 2, 4, 7, 13]","['K15n123304', 'K15n123311']"
K15n106846,"[1, 1, 2, 1, 5, 8]","['K15n106846', 'K15n107914']"
K15n13726,"[1, 1, 1, 2, 6, 8]","['K15n13726', 'K15n16382']"
K15n65255,"[1, 1, 2, 2, 10, 8]","['K15n65255', 'K15n67976']"
K15n60506,"[1, 2, 5, 5, 23, 13]","['K15n60506', 'K15n71923']"
K15n11108,"[1, 2, 5, 5, 37, 17]","['K15n11108', 'K15n6668']"
K15a2001,"[1, 1, 2, 1, 5, 11]","['K15a2001', 'K15a2027']"
K15a296,"[1, 1, 1, 2, 4, 3]","['K15a296', 'K15a299']"
K15n115334,"[1, 2, 5, 4, 19, 20]","['K15n115334', 'K15n115924']"
K15n10299,"[1, 5, 18, 18, 118, 309]","['K15n10299', 'K15n8129']"
K15n11990,"[1, 1, 1, 2, 2, 8]","['K15n11990', 'K15n13574']"
K15n29610,"[1, 1, 1, 2, 8, 10]","['K15n29610', 'K15n8177']"
K15n38273,"[1, 2, 4, 1, 9, 6]","['K15n38273', 'K15n38316']"
K15n31054,"[1, 1, 1, 3, 7, 5]","['K15n31054', 'K15n32024']"
K15a41872,"[1, 2, 1, 5, 9, 10]","['K15a41872', 'K15a41924']"
K15n12365,"[1, 2, 9, 2, 24, 7]","['K15n12365', 'K15n13648']"
K15n50762,"[1, 1, 1, 3, 3, 8]","['K15n50762', 'K15n50802']"
K15n31257,"[1, 2, 5, 6, 18, 7]","['K15n31257', 'K15n32715']"
K15a56016,"[1, 5, 10, 4, 44, 24]","['K15a56016', 'K15a56129']"
K15n10523,"[1, 5, 10, 3, 38, 8]","['K15n10523', 'K15n7347']"
K15a3479,"[1, 1, 1, 6, 4, 6]","['K15a3479', 'K15a4733']"
K15n2019,"[1, 1, 1, 4, 4, 6]","['K15n2019', 'K15n2265']"
K15n2142,"[1, 1, 1, 4, 4, 7]","['K15n2142', 'K15n2650']"
K15n125628,"[1, 1, 1, 4, 4, 5]","['K15n125628', 'K15n125757']"
K15n33858,"[1, 1, 1, 3, 7, 10]","['K15n33858', 'K15n33875']"
K15n19557,"[1, 1, 1, 2, 3, 5]","['K15n19557', 'K15n20572']"
K15n21883,"[1, 1, 2, 2, 8, 10]","['K15n21883', 'K15n21889']"
K15a654,"[1, 1, 2, 2, 8, 9]","['K15a654', 'K15a915']"
K14n1496,"[1, 1, 1, 3, 5, 11]","['K14n1496', 'K14n1514']"
K15n19713,"[1, 1, 2, 3, 7, 5]","['K15n19713', 'K15n19733']"
K15a5792,"[1, 1, 1, 3, 1, 10]","['K15a5792', 'K15a5959']"
K15n10488,"[1, 1, 1, 2, 10, 7]","['K15n10488', 'K15n10728']"
K15a8017,"[1, 2, 2, 6, 15, 113]","['K15a8017', 'K15a8135']"
K15n2316,"[1, 1, 2, 6, 8, 7]","['K15n2316', 'K15n2920']"
K15n6795,"[1, 2, 5, 3, 15, 10]","['K15n6795', 'K15n8279']"
K15n123230,"[1, 1, 1, 3, 11, 6]","['K15n123230', 'K15n123269']"
K15n11886,"[1, 2, 2, 5, 7, 8]","['K15n11886', 'K15n12679']"
K15n8022,"[1, 1, 1, 2, 6, 8]","['K15n8022', 'K15n8121', 'K15n9848']"
K15a3744,"[1, 1, 2, 4, 14, 5]","['K15a3744', 'K15a4254']"
K15a2958,"[1, 1, 2, 2, 4, 8]","['K15a2958', 'K15a3056']"
K15n61647,"[1, 1, 6, 7, 24, 16]","['K15n61647', 'K15n61658']"
K15n34849,"[1, 1, 1, 1, 3, 3]","['K15n34849', 'K15n34885']"
K15a6844,"[1, 1, 1, 1, 3, 5]","['K15a6844', 'K15a7726']"
K15n123034,"[1, 1, 1, 3, 13, 7]","['K15n123034', 'K15n123037']"
K14n13110,"[1, 1, 1, 2, 2, 4]","['K14n13110', 'K14n17794']"
K15a58949,"[1, 1, 1, 6, 4, 8]","['K15a58949', 'K15a59031']"
K14a9677,"[1, 2, 5, 5, 19, 18]","['K14a9677', 'K14a9679']"
K15n44977,"[1, 2, 4, 1, 17, 6]","['K15n44977', 'K15n49585']"
K15a6163,"[1, 2, 1, 5, 41, 55]","['K15a6163', 'K15a6342']"
K14n3213,"[1, 1, 1, 3, 3, 9]","['K14n3213', 'K14n4135']"
K15n112405,"[1, 1, 1, 3, 5, 20]","['K15n112405', 'K15n116927']"
K15n10704,"[1, 2, 9, 2, 21, 14]","['K15n10704', 'K15n7413']"
K15n79596,"[1, 2, 5, 4, 18, 12]","['K15n79596', 'K15n82163']"
K15n81151,"[1, 1, 2, 9, 20, 11]","['K15n81151', 'K15n81376']"
K15n7314,"[1, 2, 5, 3, 17, 15]","['K15n7314', 'K15n9794']"
K15a58851,"[1, 1, 1, 2, 8, 5]","['K15a58851', 'K15a59065']"
K15a3499,"[1, 2, 5, 6, 14, 7]","['K15a3499', 'K15a4409']"
K15a61205,"[1, 1, 1, 3, 5, 11]","['K15a61205', 'K15a61233']"
K15n107874,"[1, 2, 2, 3, 7, 4]","['K15n107874', 'K15n86979']"
K15n12722,"[1, 1, 1, 2, 1, 5]","['K15n12722', 'K15n8141']"
K15n24297,"[1, 2, 5, 4, 18, 11]","['K15n24297', 'K15n26426']"
K15n30793,"[1, 1, 2, 3, 7, 4]","['K15n30793', 'K15n31136']"
K15n139416,"[1, 2, 1, 5, 9, 10]","['K15n139416', 'K15n139425']"
K15n123103,"[1, 1, 1, 3, 8, 15]","['K15n123103', 'K15n123114']"
K15a20895,"[1, 1, 1, 3, 5, 10]","['K15a20895', 'K15a22406']"
K14a13001,"[1, 1, 2, 3, 5, 3]","['K14a13001', 'K14a13032']"
K15n154375,"[1, 2, 5, 3, 13, 10]","['K15n154375', 'K15n161989']"
K15n8066,"[1, 2, 4, 3, 11, 17]","['K15n8066', 'K15n9196']"
K15a16646,"[1, 2, 4, 4, 18, 5]","['K15a16646', 'K15a16658']"
K15n31304,"[1, 1, 2, 6, 9, 10]","['K15n31304', 'K15n31938']"
K14n1721,"[1, 1, 2, 2, 6, 6]","['K14n1721', 'K14n2214']"
K14n4063,"[1, 1, 1, 2, 8, 5]","['K14n4063', 'K14n4097']"
K15n83110,"[1, 2, 4, 4, 14, 4]","['K15n83110', 'K15n88352']"
K15a8101,"[1, 2, 5, 2, 14, 7]","['K15a8101', 'K15a8327']"
K15n120584,"[1, 1, 1, 4, 6, 5]","['K15n120584', 'K15n123600']"
K15n13950,"[1, 2, 9, 5, 23, 12]","['K15n13950', 'K15n15793']"
K15n42937,"[1, 1, 1, 3, 5, 5]","['K15n42937', 'K15n48447']"
K15n2043,"[1, 2, 1, 2, 4, 4]","['K15n2043', 'K15n3267']"
K15a3135,"[1, 1, 1, 2, 8, 9]","['K15a3135', 'K15a3347']"
K15n7024,"[1, 1, 1, 9, 36, 16]","['K15n7024', 'K15n9499']"
K15a340,"[1, 1, 2, 4, 8, 5]","['K15a340', 'K15a380']"
K15a7543,"[1, 1, 2, 4, 6, 15]","['K15a7543', 'K15a895']"
K15n21645,"[1, 1, 2, 8, 12, 7]","['K15n21645', 'K15n21679']"
K15n27044,"[1, 2, 2, 2, 6, 18]","['K15n27044', 'K15n31498']"
K15a1626,"[1, 1, 1, 1, 1, 10]","['K15a1626', 'K15a1767']"
K15n24385,"[1, 1, 1, 1, 3, 7]","['K15n24385', 'K15n24446']"
K15a54968,"[1, 5, 15, 3, 45, 37]","['K15a54968', 'K15a54999']"
K15n10492,"[1, 1, 1, 4, 14, 8]","['K15n10492', 'K15n10732']"
K15n15115,"[1, 1, 1, 5, 6, 5]","['K15n15115', 'K15n18689']"
K14n20196,"[1, 1, 2, 6, 23, 7]","['K14n20196', 'K14n20214']"
K15a10035,"[1, 1, 2, 1, 3, 14]","['K15a10035', 'K15a7627']"
K15a13267,"[1, 2, 5, 5, 19, 9]","['K15a13267', 'K15a13299']"
K15n14834,"[1, 1, 1, 2, 2, 5]","['K15n14834', 'K15n24574']"
K15n118160,"[1, 1, 1, 3, 1, 9]","['K15n118160', 'K15n118493']"
K15n39593,"[1, 2, 2, 4, 20, 29]","['K15n39593', 'K15n39881']"
K15a62316,"[1, 1, 1, 1, 3, 5]","['K15a62316', 'K15a62317']"
K15n29265,"[1, 1, 2, 4, 3, 8]","['K15n29265', 'K15n29348']"
K15n1236,"[1, 1, 2, 3, 10, 11]","['K15n1236', 'K15n949']"
K15n106803,"[1, 1, 1, 3, 3, 5]","['K15n106803', 'K15n47031']"
K15a466,"[1, 1, 1, 3, 1, 5]","['K15a466', 'K15a626']"
K15n2971,"[1, 1, 2, 4, 13, 6]","['K15n2971', 'K15n3073']"
K15a58355,"[1, 1, 1, 2, 2, 9]","['K15a58355', 'K15a59140']"
K15a11810,"[1, 1, 1, 1, 3, 9]","['K15a11810', 'K15a11824']"
K13n808,"[1, 1, 2, 5, 7, 10]","['K13n808', 'K13n850']"
K15a14215,"[1, 1, 1, 3, 9, 5]","['K15a14215', 'K15a48306']"
K15n53849,"[1, 1, 2, 7, 13, 7]","['K15n53849', 'K15n53916']"
K15n128275,"[1, 2, 2, 3, 6, 14]","['K15n128275', 'K15n133211']"
K15n10,"[1, 1, 2, 2, 10, 7]","['K15n10', 'K15n251']"
K15n14097,"[1, 1, 1, 4, 4, 15]","['K15n14097', 'K15n16488']"
K15n29514,"[1, 1, 1, 4, 4, 10]","['K15n29514', 'K15n33156']"
K15n14487,"[1, 1, 2, 5, 7, 4]","['K15n14487', 'K15n15798']"
K14a2074,"[1, 1, 2, 1, 7, 8]","['K14a2074', 'K14a2125']"
K15a2758,"[1, 2, 5, 2, 12, 20]","['K15a2758', 'K15a2765']"
K14n20665,"[1, 2, 4, 2, 10, 7]","['K14n20665', 'K14n20689']"
K15n129268,"[1, 1, 1, 4, 7, 17]","['K15n129268', 'K15n129605']"
K15n23205,"[1, 1, 1, 1, 3, 11]","['K15n23205', 'K15n23534']"
K15n21935,"[1, 1, 1, 4, 4, 8]","['K15n21935', 'K15n29527']"
K15a38413,"[1, 2, 5, 4, 28, 37]","['K15a38413', 'K15a38415']"
K15a59228,"[1, 5, 18, 7, 68, 49]","['K15a59228', 'K15a59285']"
K15n1290,"[1, 2, 2, 2, 8, 14]","['K15n1290', 'K15n428']"
K15a59582,"[1, 1, 1, 1, 1, 7]","['K15a59582', 'K15a59588']"
K15n1134,"[1, 1, 2, 4, 10, 6]","['K15n1134', 'K15n452']"
K15n19105,"[1, 1, 2, 3, 7, 14]","['K15n19105', 'K15n20376']"
K15a7931,"[1, 1, 1, 1, 5, 4]","['K15a7931', 'K15a8000']"
K14n18412,"[1, 1, 1, 1, 1, 7]","['K14n18412', 'K14n18775']"
K15a61373,"[1, 1, 1, 1, 7, 9]","['K15a61373', 'K15a62104']"
K15n14556,"[1, 2, 4, 3, 15, 12]","['K15n14556', 'K15n20291']"
K15n10976,"[1, 1, 1, 5, 7, 9]","['K15n10976', 'K15n11021']"
K15n8131,"[1, 2, 5, 2, 14, 23]","['K15n8131', 'K15n9832']"
K15n24968,"[1, 2, 4, 1, 9, 3]","['K15n24968', 'K15n25947']"
K14n5877,"[1, 1, 1, 5, 10, 11]","['K14n5877', 'K14n6387']"
K15a59228,"[1, 5, 18, 7, 68, 49]","['K15a59228', 'K15a59285']"
K15n10644,"[1, 1, 1, 3, 7, 4]","['K15n10644', 'K15n10681']"
K15n19518,"[1, 1, 2, 4, 9, 10]","['K15n19518', 'K15n20942']"
K15a41947,"[1, 2, 5, 1, 11, 6]","['K15a41947', 'K15a51848']"
K15a26452,"[1, 2, 5, 5, 17, 27]","['K15a26452', 'K15a53636']"
K15a59735,"[1, 1, 1, 1, 3, 14]","['K15a59735', 'K15a59740']"
K15n158156,"[1, 1, 2, 1, 7, 7]","['K15n158156', 'K15n161839']"
K15a28595,"[1, 1, 1, 2, 1, 5]","['K15a28595', 'K15a28597']"
K15n10664,"[1, 1, 1, 2, 8, 3]","['K15n10664', 'K15n6877']"
K15a36520,"[1, 2, 5, 4, 18, 11]","['K15a36520', 'K15a53642']"
K15n24534,"[1, 2, 4, 4, 16, 5]","['K15n24534', 'K15n28632']"
K15n12098,"[1, 1, 2, 1, 5, 4]","['K15n12098', 'K15n13207']"
K15n275,"[1, 1, 2, 4, 12, 6]","['K15n275', 'K15n98']"
K14a13151,"[1, 2, 5, 2, 12, 7]","['K14a13151', 'K14a13155']"
K15a18228,"[1, 2, 9, 2, 24, 9]","['K15a18228', 'K15a18991']"
K15n31204,"[1, 1, 1, 1, 3, 4]","['K15n31204', 'K15n32263']"
K14a13309,"[1, 1, 2, 5, 11, 8]","['K14a13309', 'K14a13392']"
K14n5963,"[1, 5, 10, 8, 47, 18]","['K14n5963', 'K14n6238']"
K15n12397,"[1, 1, 1, 4, 4, 8]","['K15n12397', 'K15n12512']"
K15a1285,"[1, 1, 1, 3, 4, 11]","['K15a1285', 'K15a1332']"
K15a5579,"[1, 1, 1, 1, 3, 6]","['K15a5579', 'K15a7832']"
K15n1778,"[1, 1, 2, 4, 13, 13]","['K15n1778', 'K15n1788']"
K15n10992,"[1, 1, 2, 4, 15, 10]","['K15n10992', 'K15n6462']"
K15n11060,"[1, 1, 2, 4, 15, 9]","['K15n11060', 'K15n6824']"
K15a3964,"[1, 1, 1, 2, 2, 3]","['K15a3964', 'K15a5171']"
K15n5194,"[1, 1, 1, 1, 3, 5]","['K15n5194', 'K15n6148', 'K15n6260']"
K15n10141,"[1, 1, 1, 4, 7, 12]","['K15n10141', 'K15n9917']"
K15n14338,"[1, 1, 2, 2, 7, 6]","['K15n14338', 'K15n16861']"
K15a28038,"[1, 2, 5, 4, 24, 23]","['K15a28038', 'K15a53993']"
K15a7517,"[1, 2, 4, 2, 10, 5]","['K15a7517', 'K15a7784']"
K15n5006,"[1, 2, 4, 1, 9, 4]","['K15n5006', 'K15n5052']"
K15a6765,"[1, 2, 5, 3, 17, 7]","['K15a6765', 'K15a7375']"
K15a2141,"[1, 1, 1, 3, 5, 3]","['K15a2141', 'K15a2466']"
K15a61602,"[1, 2, 2, 25, 91, 187]","['K15a61602', 'K15a62516']"
K15a55992,"[1, 1, 1, 3, 5, 6]","['K15a55992', 'K15a56152']"
K15n30433,"[1, 1, 1, 2, 8, 9]","['K15n30433', 'K15n30458']"
K13n3745,"[1, 1, 1, 5, 5, 4]","['K13n3745', 'K13n3776']"
K15n19417,"[1, 1, 2, 4, 8, 5]","['K15n19417', 'K15n19746']"
K15a6801,"[1, 1, 1, 4, 4, 4]","['K15a6801', 'K15a7772']"
K15a58949,"[1, 1, 1, 6, 4, 8]","['K15a58949', 'K15a59031']"
K15a52921,"[1, 1, 2, 3, 7, 7]","['K15a52921', 'K15a53367']"
K15n29854,"[1, 2, 5, 4, 19, 13]","['K15n29854', 'K15n30759']"
K15n28001,"[1, 1, 1, 1, 7, 6]","['K15n28001', 'K15n28117']"
K15n23902,"[1, 1, 1, 3, 7, 16]","['K15n23902', 'K15n25926']"
K15n10724,"[1, 1, 1, 4, 8, 10]","['K15n10724', 'K15n6398']"
K15a7856,"[1, 1, 2, 4, 4, 5]","['K15a7856', 'K15a7906']"
K15a55941,"[1, 1, 1, 5, 9, 7]","['K15a55941', 'K15a55964']"
K15a4345,"[1, 1, 2, 5, 8, 8]","['K15a4345', 'K15a4576']"
K15n29613,"[1, 1, 1, 2, 4, 11]","['K15n29613', 'K15n8176']"
K14n3913,"[1, 2, 1, 8, 16, 10]","['K14n3913', 'K14n4435']"
K15n147435,"[1, 1, 1, 6, 5, 10]","['K15n147435', 'K15n147924']"
K15a2257,"[1, 1, 1, 1, 3, 7]","['K15a2257', 'K15a2584']"
K15a5482,"[1, 1, 2, 1, 3, 9]","['K15a5482', 'K15a5497']"
K13n2527,"[1, 1, 1, 2, 1, 12]","['K13n2527', 'K15n9379']"
K15n12987,"[1, 1, 1, 1, 1, 8]","['K15n12987', 'K15n13130']"
K14n5929,"[1, 2, 5, 2, 12, 8]","['K14n5929', 'K14n6177']"
K15a14931,"[1, 5, 18, 5, 61, 49]","['K15a14931', 'K15a14934']"
K14a481,"[1, 1, 2, 1, 3, 5]","['K14a481', 'K14a683']"
K15n25127,"[1, 1, 2, 2, 8, 2]","['K15n25127', 'K15n26296']"
K15n15223,"[1, 1, 1, 1, 3, 5]","['K15n15223', 'K15n20303']"
K14a12905,"[1, 2, 4, 1, 11, 7]","['K14a12905', 'K14a12919']"
K15n120838,"[1, 1, 1, 4, 4, 7]","['K15n120838', 'K15n121159']"
K15n31877,"[1, 1, 2, 2, 8, 8]","['K15n31877', 'K15n31924']"
K15a7405,"[1, 1, 1, 1, 3, 5]","['K15a7405', 'K15a7526']"
K15n21059,"[1, 2, 5, 2, 14, 20]","['K15n21059', 'K15n21210']"
K15n21064,"[1, 2, 5, 2, 14, 22]","['K15n21064', 'K15n21215']"
K15a64530,"[1, 1, 1, 2, 4, 6]","['K15a64530', 'K15a64564']"
K15n9871,"[1, 2, 4, 3, 11, 8]","['K15n9871', 'K15n9889']"
K15a16582,"[1, 2, 9, 9, 139, 177]","['K15a16582', 'K15a19779']"
K15n22996,"[1, 1, 1, 2, 1, 8]","['K15n22996', 'K15n23196']"
K15n118517,"[1, 2, 5, 4, 23, 14]","['K15n118517', 'K15n118661']"
K15n16551,"[1, 1, 1, 2, 2, 5]","['K15n16551', 'K15n17670']"
K15n10139,"[1, 1, 1, 3, 5, 8]","['K15n10139', 'K15n8032']"
K15n10660,"[1, 2, 5, 2, 16, 14]","['K15n10660', 'K15n10688']"
K15a25319,"[1, 5, 4, 4, 20, 19]","['K15a25319', 'K15a25435']"
K15n28024,"[1, 1, 2, 3, 7, 12]","['K15n28024', 'K15n28154']"
K15n10078,"[1, 1, 1, 4, 12, 7]","['K15n10078', 'K15n8101']"
K15n7922,"[1, 1, 1, 3, 13, 32]","['K15n7922', 'K15n8200']"
K15n10519,"[1, 2, 5, 2, 16, 18]","['K15n10519', 'K15n7975']"
K15n10459,"[1, 1, 1, 3, 5, 6]","['K15n10459', 'K15n6690']"
K15n11764,"[1, 2, 5, 2, 14, 5]","['K15n11764', 'K15n12850']"
K14n18466,"[1, 1, 1, 2, 4, 5]","['K14n18466', 'K14n18695']"
K15n2013,"[1, 1, 1, 1, 9, 6]","['K15n2013', 'K15n2427']"
K15n21838,"[1, 2, 5, 2, 14, 13]","['K15n21838', 'K15n29436']"
K15n29462,"[1, 2, 5, 2, 14, 15]","['K15n29462', 'K15n29468']"
K15a64603,"[1, 1, 2, 2, 6, 10]","['K15a64603', 'K15a64692']"
K15n29936,"[1, 1, 1, 2, 6, 6]","['K15n29936', 'K15n32485']"
K15n10660,"[1, 2, 5, 2, 16, 14]","['K15n10660', 'K15n10688']"
K15a5501,"[1, 2, 4, 1, 13, 8]","['K15a5501', 'K15a8388']"
K15n14001,"[1, 2, 4, 1, 13, 6]","['K15n14001', 'K15n16051']"
K14n562,"[1, 1, 2, 1, 5, 9]","['K14n562', 'K14n604']"
K15n38939,"[1, 2, 5, 3, 15, 5]","['K15n38939', 'K15n39196']"
K15n28494,"[1, 2, 5, 14, 28, 44]","['K15n28494', 'K15n28630']"
K15a57682,"[1, 1, 1, 5, 5, 11]","['K15a57682', 'K15a57707']"
K15a58923,"[1, 1, 1, 5, 5, 9]","['K15a58923', 'K15a58975']"
K15a10202,"[1, 2, 5, 3, 16, 12]","['K15a10202', 'K15a8481']"
K15n118817,"[1, 1, 1, 5, 10, 11]","['K15n118817', 'K15n118857']"
K15n10667,"[1, 1, 1, 1, 1, 8]","['K15n10667', 'K15n6761', 'K15n6880']"
K15a14,"[1, 1, 1, 2, 4, 3]","['K15a14', 'K15a48']"
K15n119312,"[1, 2, 4, 1, 9, 12]","['K15n119312', 'K15n119578']"
K15n123719,"[1, 1, 1, 4, 8, 8]","['K15n123719', 'K15n123720']"
K15n1089,"[1, 2, 1, 1, 5, 3]","['K15n1089', 'K15n340']"
K15n10722,"[1, 2, 4, 4, 16, 5]","['K15n10722', 'K15n10817']"
K15a1851,"[1, 2, 5, 5, 20, 9]","['K15a1851', 'K15a2670', 'K15a2677']"
K15a5534,"[1, 2, 4, 1, 11, 7]","['K15a5534', 'K15a8417']"
K15n21072,"[1, 1, 1, 3, 5, 4]","['K15n21072', 'K15n21319']"
K15n15194,"[1, 1, 1, 3, 1, 9]","['K15n15194', 'K15n20213']"
K15n14063,"[1, 1, 1, 4, 10, 16]","['K15n14063', 'K15n19625']"
K15a59354,"[1, 1, 1, 4, 10, 5]","['K15a59354', 'K15a59381']"
K15a9743,"[1, 1, 1, 2, 4, 6]","['K15a9743', 'K15a9756']"
K15n19420,"[1, 2, 4, 4, 15, 6]","['K15n19420', 'K15n19749']"
K15n90505,"[1, 2, 5, 9, 21, 24]","['K15n90505', 'K15n91826']"
K15n11060,"[1, 1, 2, 4, 15, 9]","['K15n11060', 'K15n6824']"
K15n21815,"[1, 1, 2, 3, 3, 1]","['K15n21815', 'K15n29448']"
K15a2893,"[1, 2, 5, 2, 18, 9]","['K15a2893', 'K15a3071']"
K15a3079,"[1, 2, 5, 4, 18, 9]","['K15a3079', 'K15a3398']"
K15a12925,"[1, 1, 1, 2, 6, 34]","['K15a12925', 'K15a12930', 'K15a48246']"
K15n109474,"[1, 2, 5, 4, 18, 16]","['K15n109474', 'K15n41330']"
K15n19486,"[1, 1, 2, 3, 9, 6]","['K15n19486', 'K15n21302']"
