group,invariant
"['K14n2667', 'K14n2585']","{(1, 1, (0,), (0,)): 1, (6, 60, (0, 2, 4, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8, 8, 8, 8)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 13, 13)): 1, (5, 60, (0, 2, 2, 3, 7), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 8, 8, 8, 8)): 1, (3, 3, (0, 2, 2, 13, 13), (0, 2, 2, 13, 13)): 1, (6, 12, (0, 4, 4, 13, 13), (0, 2, 2, 8, 8, 13, 13)): 1, (5, 5, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (2, 2, (0, 11), (0, 11)): 1, (4, 4, (0, 11, 13, 13), (0, 11, 13, 13)): 1, (6, 6, (0, 2, 2, 2, 2, 11, 13, 13), (0, 2, 2, 2, 2, 11, 13, 13)): 1, (6, 24, (0, 4, 8, 13, 13), (0, 4, 4, 4, 8, 11, 13, 13, 32, 32)): 1}"
"['K15n32993', 'K15n32898']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 79), (0, 79)): 1, (6, 36, (0, 3, 9, 79), (0, 3, 3, 3, 3, 5, 5, 5, 5, 9, 27, 27, 27, 27, 79, 81, 81)): 1, (6, 36, (0, 3, 3, 5, 79), (0, 3, 3, 3, 3, 5, 5, 5, 5, 9, 27, 27, 27, 27, 79, 81, 81)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (5, 5, (0, 941, 941), (0, 941, 941)): 1, (4, 4, (0, 27, 27, 79), (0, 27, 27, 79)): 1, (6, 6, (0, 7, 7, 53, 53, 79), (0, 7, 7, 53, 53, 79)): 1}"
"['K15a5792', 'K15a5959']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 47), (0, 13, 47)): 1, (5, 20, (0, 2, 8), (0, 2, 2, 2, 2, 5, 5, 8, 8, 8, 8, 13, 47)): 1, (5, 20, (0, 29), (0, 5, 5, 13, 29, 29, 29, 29, 47)): 1, (4, 4, (0, 5, 5, 13, 47), (0, 5, 5, 13, 47)): 1, (3, 3, (0, 5, 5, 19, 19), (0, 5, 5, 19, 19)): 1, (6, 6, (0, 5, 5, 13, 19, 19, 47), (0, 5, 5, 13, 19, 19, 47)): 1, (5, 5, (0, 199, 199), (0, 199, 199)): 1}"
"['K15a8017', 'K15a8135']","{(1, 1, (0,), (0,)): 1, (6, 120, (0, 0, 2, 2, 2, 3, 25), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 19, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 27, 27, 27, 27)): 1, (3, 6, (0, 5, 19), (0, 3, 3, 5, 5, 5, 19, 19, 19)): 1, (6, 720, (0, 3, 3, 5, 5), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 81, 81, 81, 81, 81, 81, 81)): 2, (5, 10, (0, 19, 19), (0, 5, 9, 19, 19, 19, 19, 19)): 1, (5, 60, (0, 0, 2, 7, 11), (0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 7, 7, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11)): 1, (4, 12, (0, 11, 11), (0, 4, 4, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11)): 1, (5, 20, (0, 3, 3, 5, 5, 5, 19), (0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 19, 19, 19, 19, 19, 25, 25)): 1, (6, 360, (0, 2, 3, 3, 5, 11), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 25, 25, 25, 25, 25, 27, 27, 27, 27, 31, 31, 31, 31, 31, 31, 31, 31, 31, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 109, 109, 109, 109, 109, 109, 109, 109)): 1, (6, 360, (0, 0, 25), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 25, 25, 25, 25, 25, 27, 27, 27, 27, 31, 31, 31, 31, 31, 31, 31, 31, 31, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 109, 109, 109, 109, 109, 109, 109, 109)): 1, (5, 20, (0, 0, 2, 3, 25), (0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 9, 19, 25, 25, 25, 125)): 1, (5, 120, (0, 3, 3, 5, 5), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 19, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 27, 27, 27, 27)): 1, (2, 2, (0, 5, 9, 19), (0, 5, 9, 19)): 1, (6, 360, (0, 2, 2, 5, 5, 5, 19, 19), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 523, 523, 523, 523, 523, 523, 523, 523, 523)): 2, (6, 36, (0, 0, 3, 4, 5, 5, 19, 49), (0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 19, 19, 19, 19, 19, 25, 25, 49, 49, 49, 49)): 1, (6, 36, (0, 5, 5, 5, 9, 9, 19, 19), (0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 19, 19, 19, 19, 19, 25, 25, 49, 49, 49, 49)): 1, (6, 6, (0, 3, 3, 5, 5, 5, 19, 19, 19), (0, 3, 3, 5, 5, 5, 19, 19, 19)): 1, (3, 3, (0, 4, 4, 7, 7, 11, 11), (0, 4, 4, 7, 7, 11, 11)): 1, (6, 60, (0, 4, 4, 11, 11, 11, 11), (0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 7, 7, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11)): 1, (6, 12, (0, 4, 4, 7, 7, 11, 11, 11, 11), (0, 4, 4, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11)): 1, (4, 4, (0, 3, 3, 5, 9, 19, 25, 25), (0, 3, 3, 5, 9, 19, 25, 25)): 1, (5, 5, (0, 2, 2, 2, 2, 3, 3, 3, 3, 11, 11, 31, 31), (0, 2, 2, 2, 2, 3, 3, 3, 3, 11, 11, 31, 31)): 1, (6, 6, (0, 3, 5, 7, 7, 8, 8, 11, 11, 19, 27), (0, 3, 5, 7, 7, 8, 8, 11, 11, 19, 27)): 1, (6, 24, (0, 4, 4, 7, 7, 11, 11, 19), (0, 3, 5, 7, 7, 8, 8, 11, 11, 11, 11, 11, 11, 11, 11, 19, 19, 19, 19, 27)): 1, (6, 18, (0, 3, 3, 5, 8, 8, 11, 11, 19), (0, 5, 5, 5, 7, 7, 8, 8, 8, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11, 19, 19, 19)): 1}"
"['K14n13110', 'K14n17794']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 13, 13, 13, 13, 13, 19, 19, 19, 32, 64, 64, 64, 64)): 1, (6, 60, (0, 2, 13, 64), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 13, 13, 13, 13, 13, 19, 19, 19, 32, 64, 64, 64, 64)): 1, (2, 2, (0, 199), (0, 199)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (4, 4, (0, 11, 11, 199), (0, 11, 11, 199)): 1, (5, 5, (0, 19, 19, 19, 19), (0, 19, 19, 19, 19)): 1, (6, 6, (0, 59, 59, 199), (0, 59, 59, 199)): 1}"
"['K15n8141', 'K15n12722']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 19), (0, 5, 5, 11, 19, 19)): 1, (2, 2, (0, 11, 25), (0, 11, 25)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (4, 4, (0, 11, 25), (0, 11, 25)): 1, (5, 5, (0, 389, 389), (0, 389, 389)): 1, (6, 6, (0, 11, 25, 59, 59), (0, 11, 25, 59, 59)): 1}"
"['K15a1626', 'K15a1767']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7, 23, 23), (0, 7, 7, 23, 23)): 1, (2, 2, (0, 823), (0, 823)): 1, (4, 4, (0, 19, 19, 823), (0, 19, 19, 823)): 1, (5, 5, (0, 29, 29, 59, 59), (0, 29, 29, 59, 59)): 1, (6, 6, (0, 7, 7, 23, 23, 823), (0, 7, 7, 23, 23, 823)): 1}"
"['K15a62316', 'K15a62317']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 17, 59), (0, 17, 59)): 1, (4, 4, (0, 17, 17, 17, 59), (0, 17, 17, 17, 59)): 1, (6, 360, (0, 2, 2, 19391), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64, 64, 64, 71, 71, 71, 71, 71, 89, 89, 89, 89, 89, 89, 89, 89, 128, 128, 128, 128, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 8821, 8821, 8821, 8821, 8821, 8821, 8821, 8821, 19391, 19391, 19391, 19391, 19391)): 1, (5, 5, (0, 1741, 1741), (0, 1741, 1741)): 1, (3, 3, (0, 5, 5, 37, 37), (0, 5, 5, 37, 37)): 1, (6, 6, (0, 5, 5, 17, 37, 37, 59), (0, 5, 5, 17, 37, 37, 59)): 1, (6, 360, (0, 2, 2, 5, 71), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64, 64, 64, 71, 71, 71, 71, 71, 89, 89, 89, 89, 89, 89, 89, 89, 128, 128, 128, 128, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 8821, 8821, 8821, 8821, 8821, 8821, 8821, 8821, 19391, 19391, 19391, 19391, 19391)): 1}"
"['K15a59140', 'K15a58355']","{(1, 1, (0,), (0,)): 1, (6, 60, (0, 2, 3, 4, 27, 101), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 27, 81, 81, 81, 81, 101, 101, 101, 101, 101)): 1, (5, 60, (0, 0, 3, 4), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 27, 81, 81, 81, 81, 101, 101, 101, 101, 101)): 1, (2, 2, (0, 19, 47), (0, 19, 47)): 1, (3, 3, (0, 7, 7, 19, 19), (0, 7, 7, 19, 19)): 1, (4, 4, (0, 19, 47), (0, 19, 47)): 1, (5, 5, (0, 1549, 1549), (0, 1549, 1549)): 1, (6, 6, (0, 7, 7, 19, 19, 19, 47), (0, 7, 7, 19, 19, 19, 47)): 1}"
"['K15n23205', 'K15n23534']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 109), (0, 109)): 1, (6, 36, (0, 3, 109), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 9, 9, 27, 27, 81, 109)): 1, (6, 36, (0, 2, 2, 27, 109), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 9, 9, 9, 27, 27, 81, 109)): 1, (3, 3, (0, 19, 19), (0, 19, 19)): 1, (4, 4, (0, 3, 3, 109), (0, 3, 3, 109)): 1, (5, 5, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (6, 6, (0, 19, 19, 109), (0, 19, 19, 109)): 1}"
"['K15a59582', 'K15a59588']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 811), (0, 811)): 1, (3, 3, (0, 239, 239), (0, 239, 239)): 1, (4, 4, (0, 41, 41, 811), (0, 41, 41, 811)): 1, (5, 5, (0, 2, 2, 2, 2, 11, 11, 89, 89), (0, 2, 2, 2, 2, 11, 11, 89, 89)): 1, (6, 6, (0, 239, 239, 811), (0, 239, 239, 811)): 1}"
"['K14n18775', 'K14n18412']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 53), (0, 53)): 1, (4, 4, (0, 53), (0, 53)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (6, 6, (0, 7, 7, 53), (0, 7, 7, 53)): 1, (5, 5, (0, 29, 29), (0, 29, 29)): 1}"
